date,180_low,180_high,360_low,360_high
2017-07-11,0,0,1.5865542499999998,1.7439489166666666
2017-07-12,0,0,1.5862884999999998,1.7436978333333333
2017-07-13,0,0,1.5860227499999997,1.74344675
2017-07-16,0,0,1.5857569999999996,1.7431956666666666
2017-07-17,0,0,1.5854912499999996,1.7429445833333332
2017-07-18,0,0,1.5852254999999995,1.7426935
2017-07-19,0,0,1.5849597499999994,1.7424424166666665
2017-07-20,0,0,1.5846939999999994,1.7421913333333332
2017-07-23,0,0,1.5844282499999993,1.7419402499999999
2017-07-24,0,0,1.5841624999999993,1.7416891666666665
2017-07-25,0,0,1.5838967499999992,1.7414380833333332
2017-07-26,0,0,1.5836309999999991,1.7411869999999998
2017-07-27,0,0,1.583365249999999,1.7409359166666665
2017-07-30,0,0,1.583099499999999,1.7406848333333331
2017-07-31,0,0,1.582833749999999,1.7404337499999998
2017-08-01,0,0,1.5825679999999989,1.7401826666666664
2017-08-02,0,0,1.5823022499999988,1.739931583333333
2017-08-03,0,0,1.5820364999999987,1.7396804999999997
2017-08-06,0,0,1.5817707499999987,1.7394294166666664
2017-08-07,0,0,1.5815049999999986,1.739178333333333
2017-08-08,0,0,1.5812392499999985,1.7389272499999997
2017-08-09,0,0,1.5809734999999985,1.7386761666666664
2017-08-10,0,0,1.5807077499999984,1.738425083333333
2017-08-13,0,0,1.5804419999999983,1.7381739999999997
2017-08-14,0,0,1.5801762499999983,1.7379229166666663
2017-08-15,0,0,1.5799104999999982,1.737671833333333
2017-08-16,0,0,1.5796447499999982,1.7374207499999996
2017-08-17,0,0,1.579378999999998,1.7371696666666663
2017-08-20,0,0,1.579113249999998,1.736918583333333
2017-08-21,0,0,1.578847499999998,1.7366674999999996
2017-08-22,0,0,1.578581749999998,1.7364164166666662
2017-08-23,0,0,1.5783159999999978,1.736165333333333
2017-08-24,0,0,1.5780502499999978,1.7359142499999995
2017-08-27,0,0,1.5777844999999977,1.7356631666666662
2017-08-28,0,0,1.5775187499999976,1.7354120833333329
2017-08-29,0,0,1.5772529999999976,1.7351609999999995
2017-08-30,0,0,1.5769872499999975,1.7349099166666662
2017-08-31,0,0,1.5767214999999974,1.7346588333333328
2017-09-03,0,0,1.5764557499999974,1.7344077499999995
2017-09-04,0,0,1.5761899999999973,1.7341566666666661
2017-09-05,0,0,1.5759242499999973,1.7339055833333328
2017-09-06,0,0,1.5756584999999972,1.7336544999999994
2017-09-07,0,0,1.5753927499999971,1.733403416666666
2017-09-10,0,0,1.575126999999997,1.7331523333333327
2017-09-11,0,0,1.574861249999997,1.7329012499999994
2017-09-12,0,0,1.574595499999997,1.732650166666666
2017-09-13,0,0,1.5743297499999969,1.7323990833333327
2017-09-14,0,0,1.5740639999999968,1.7321479999999994
2017-09-17,0,0,1.5737982499999967,1.731896916666666
2017-09-18,0,0,1.5735324999999967,1.7316458333333327
2017-09-19,0,0,1.5732667499999966,1.7313947499999993
2017-09-20,0,0,1.5730009999999965,1.731143666666666
2017-09-21,0,0,1.5727352499999965,1.7308925833333326
2017-09-24,0,0,1.5724694999999964,1.7306414999999993
2017-09-25,0,0,1.5722037499999963,1.730390416666666
2017-09-26,0,0,1.5719379999999963,1.7301393333333326
2017-09-27,0,0,1.5716722499999962,1.7298882499999992
2017-09-28,0,0,1.5714064999999962,1.729637166666666
2017-10-01,0,0,1.571140749999996,1.7293860833333325
2017-10-02,0,0,1.570874999999996,1.7291349999999992
2017-10-03,0,0,1.570609249999996,1.7288839166666659
2017-10-04,0,0,1.570343499999996,1.7286328333333325
2017-10-05,0,0,1.5700777499999958,1.7283817499999992
2017-10-08,0,0,1.5698119999999958,1.7281306666666658
2017-10-09,0,0,1.5695462499999957,1.7278795833333325
2017-10-10,0,0,1.5692804999999956,1.7276284999999991
2017-10-11,0,0,1.5690147499999956,1.7273774166666658
2017-10-12,0,0,1.5687489999999955,1.7271263333333324
2017-10-15,0,0,1.5684832499999954,1.726875249999999
2017-10-16,0,0,1.5682174999999954,1.7266241666666657
2017-10-17,0,0,1.5679517499999953,1.7263730833333324
2017-10-18,0,0,1.5676859999999952,1.726121999999999
2017-10-19,0,0,1.5674202499999952,1.7258709166666657
2017-10-22,0,0,1.5671544999999951,1.7256198333333324
2017-10-23,0,0,1.566888749999995,1.725368749999999
2017-10-24,0,0,1.566622999999995,1.7251176666666657
2017-10-25,0,0,1.566357249999995,1.7248665833333323
2017-10-26,0,0,1.5660914999999949,1.724615499999999
2017-10-30,0,0,1.5658257499999948,1.7243644166666656
2017-10-31,0,0,1.5655599999999947,1.7241133333333323
2017-11-01,0,0,1.5652942499999947,1.723862249999999
2017-11-02,0,0,1.5650284999999946,1.7236111666666656
2017-11-03,0,0,1.5647627499999945,1.7233600833333322
2017-11-06,0,0,1.5644969999999945,1.723108999999999
2017-11-07,0,0,1.5642312499999944,1.7228579166666655
2017-11-08,0,0,1.5639654999999943,1.7226068333333322
2017-11-09,0,0,1.5636997499999943,1.7223557499999989
2017-11-10,0,0,1.5634339999999942,1.7221046666666655
2017-11-13,0,0,1.5631682499999942,1.7218535833333322
2017-11-14,0,0,1.562902499999994,1.7216024999999988
2017-11-15,0,0,1.562636749999994,1.7213514166666655
2017-11-20,0,0,1.562370999999994,1.7211003333333321
2017-11-21,0,0,1.562105249999994,1.7208492499999988
2017-11-22,0,0,1.5618394999999938,1.7205981666666654
2017-11-23,0,0,1.5615737499999938,1.720347083333332
2017-11-24,0,0,1.5613079999999937,1.7200959999999987
2017-11-27,0,0,1.5610422499999936,1.7198449166666654
2017-11-28,0,0,1.5607764999999936,1.719593833333332
2017-11-29,0,0,1.5605107499999935,1.7193427499999987
2017-11-30,0,0,1.5602449999999934,1.7190916666666654
2017-12-01,0,0,1.5599792499999934,1.718840583333332
2017-12-04,0,0,1.5597134999999933,1.7185894999999987
2017-12-05,0,0,1.5594477499999932,1.7183384166666653
2017-12-06,0,0,1.5591819999999932,1.718087333333332
2017-12-07,0,0,1.5589162499999931,1.7178362499999986
2017-12-08,0,0,1.558650499999993,1.7175851666666653
2017-12-11,0,0,1.558384749999993,1.717334083333332
2017-12-12,0,0,1.558118999999993,1.7170829999999986
2017-12-13,0,0,1.5578532499999929,1.7168319166666652
2017-12-14,0,0,1.5575874999999928,1.716580833333332
2017-12-15,0,0,1.5573217499999927,1.7163297499999985
2017-12-18,0,0,1.5570559999999927,1.7160786666666652
2017-12-19,0,0,1.5567902499999926,1.7158275833333319
2017-12-20,0,0,1.5565244999999925,1.7155764999999985
2017-12-21,0,0,1.5562587499999925,1.7153254166666652
2017-12-22,0,0,1.5559929999999924,1.7150743333333318
2017-12-25,0,0,1.5557272499999923,1.7148232499999985
2017-12-26,0,0,1.5554614999999923,1.7145721666666651
2017-12-27,0,0,1.5551957499999922,1.7143210833333318
2017-12-28,0,0,1.5549299999999922,1.7140699999999984
2017-12-29,0,0,1.554664249999992,1.713818916666665
2018-01-01,0,0,1.554398499999992,1.7135678333333317
2018-01-02,0,0,1.554132749999992,1.7133167499999984
2018-01-03,0,0,1.553866999999992,1.713065666666665
2018-01-04,0,0,1.5536012499999918,1.7128145833333317
2018-01-05,0,0,1.5533354999999918,1.7125634999999984
2018-01-08,1.682322388888889,1.8344101666666666,1.5530697499999917,1.712312416666665
2018-01-09,1.6821547777777779,1.8342303333333332,1.5528039999999916,1.7120613333333317
2018-01-10,1.6819871666666668,1.8340504999999998,1.5525382499999916,1.7118102499999983
2018-01-11,1.6818195555555557,1.8338706666666664,1.5522724999999915,1.711559166666665
2018-01-12,1.6816519444444447,1.833690833333333,1.5520067499999914,1.7113080833333316
2018-01-15,1.6814843333333336,1.8335109999999997,1.5517409999999914,1.7110569999999983
2018-01-16,1.6813167222222225,1.8333311666666663,1.5514752499999913,1.710805916666665
2018-01-17,1.6811491111111114,1.833151333333333,1.5512094999999912,1.7105548333333316
2018-01-18,1.6809815000000004,1.8329714999999995,1.5509437499999912,1.7103037499999982
2018-01-19,1.6808138888888893,1.8327916666666662,1.5506779999999911,1.7100526666666649
2018-01-22,1.6806462777777782,1.8326118333333328,1.550412249999991,1.7098015833333315
2018-01-23,1.6804786666666671,1.8324319999999994,1.550146499999991,1.7095504999999982
2018-01-24,1.680311055555556,1.832252166666666,1.549880749999991,1.7092994166666649
2018-01-25,1.680143444444445,1.8320723333333326,1.5496149999999909,1.7090483333333315
2018-01-26,1.679975833333334,1.8318924999999993,1.5493492499999908,1.7087972499999982
2018-01-29,1.6798082222222228,1.8317126666666659,1.5490834999999907,1.7085461666666648
2018-01-30,1.6796406111111117,1.8315328333333325,1.5488177499999907,1.7082950833333315
2018-01-31,1.6794730000000007,1.8313529999999991,1.5485519999999906,1.7080439999999981
2018-02-01,1.6793053888888896,1.8311731666666657,1.5482862499999905,1.7077929166666648
2018-02-02,1.6791377777777785,1.8309933333333324,1.5480204999999905,1.7075418333333314
2018-02-05,1.6789701666666674,1.830813499999999,1.5477547499999904,1.707290749999998
2018-02-06,1.6788025555555564,1.8306336666666656,1.5474889999999903,1.7070396666666647
2018-02-07,1.6786349444444453,1.8304538333333322,1.5472232499999903,1.7067885833333314
2018-02-08,1.6784673333333342,1.8302739999999988,1.5469574999999902,1.706537499999998
2018-02-09,1.6782997222222231,1.8300941666666655,1.5466917499999902,1.7062864166666647
2018-02-12,1.678132111111112,1.829914333333332,1.54642599999999,1.7060353333333313
2018-02-13,1.677964500000001,1.8297344999999987,1.54616024999999,1.705784249999998
2018-02-14,1.67779688888889,1.8295546666666653,1.54589449999999,1.7055331666666647
2018-02-15,1.6776292777777788,1.829374833333332,1.54562874999999,1.7052820833333313
2018-02-16,1.6774616666666677,1.8291949999999986,1.5453629999999898,1.705030999999998
2018-02-19,1.6772940555555567,1.8290151666666652,1.5450972499999898,1.7047799166666646
2018-02-20,1.6771264444444456,1.8288353333333318,1.5448314999999897,1.7045288333333313
2018-02-21,1.6769588333333345,1.8286554999999984,1.5445657499999896,1.704277749999998
2018-02-22,1.6767912222222234,1.828475666666665,1.5442999999999896,1.7040266666666646
2018-02-23,1.6766236111111124,1.8282958333333317,1.5440342499999895,1.7037755833333312
2018-02-26,1.6764560000000013,1.8281159999999983,1.5437684999999894,1.7035244999999979
2018-02-27,1.6762883888888902,1.827936166666665,1.5435027499999894,1.7032734166666645
2018-02-28,1.6761207777777791,1.8277563333333315,1.5432369999999893,1.7030223333333312
2018-03-01,1.675953166666668,1.8275764999999982,1.5429712499999892,1.7027712499999978
2018-03-02,1.675785555555557,1.8273966666666648,1.5427054999999892,1.7025201666666645
2018-03-05,1.675617944444446,1.8272168333333314,1.5424397499999891,1.7022690833333312
2018-03-06,1.6754503333333348,1.827036999999998,1.542173999999989,1.7020179999999978
2018-03-07,1.6752827222222237,1.8268571666666646,1.541908249999989,1.7017669166666645
2018-03-08,1.6751151111111127,1.8266773333333313,1.541642499999989,1.7015158333333311
2018-03-09,1.6749475000000016,1.8264974999999979,1.5413767499999889,1.7012647499999978
2018-03-12,1.6747798888888905,1.8263176666666645,1.5411109999999888,1.7010136666666644
2018-03-13,1.6746122777777794,1.8261378333333311,1.5408452499999887,1.700762583333331
2018-03-14,1.6744446666666684,1.8259579999999977,1.5405794999999887,1.7005114999999977
2018-03-15,1.6742770555555573,1.8257781666666644,1.5403137499999886,1.7002604166666644
2018-03-16,1.6741094444444462,1.825598333333331,1.5400479999999885,1.700009333333331
2018-03-19,1.6739418333333351,1.8254184999999976,1.5397822499999885,1.6997582499999977
2018-03-20,1.673774222222224,1.8252386666666642,1.5395164999999884,1.6995071666666643
2018-03-21,1.673606611111113,1.8250588333333309,1.5392507499999883,1.699256083333331
2018-03-22,1.673439000000002,1.8248789999999975,1.5389849999999883,1.6990049999999977
2018-03-23,1.6732713888888908,1.824699166666664,1.5387192499999882,1.6987539166666643
2018-03-25,1.6731037777777797,1.8245193333333307,1.5384534999999881,1.698502833333331
2018-03-26,1.6729361666666687,1.8243394999999973,1.538187749999988,1.6982517499999976
2018-03-27,1.6727685555555576,1.824159666666664,1.537921999999988,1.6980006666666643
2018-03-28,1.6726009444444465,1.8239798333333306,1.537656249999988,1.697749583333331
2018-03-29,1.6724333333333354,1.8237999999999972,1.537390499999988,1.6974984999999976
2018-04-01,1.6722657222222244,1.8236201666666638,1.5371247499999878,1.6972474166666642
2018-04-02,1.6720981111111133,1.8234403333333304,1.5368589999999878,1.6969963333333309
2018-04-03,1.6719305000000022,1.823260499999997,1.5365932499999877,1.6967452499999975
2018-04-04,1.6717628888888911,1.8230806666666637,1.5363274999999876,1.6964941666666642
2018-04-05,1.67159527777778,1.8229008333333303,1.5360617499999876,1.6962430833333308
2018-04-08,1.671427666666669,1.822720999999997,1.5357959999999875,1.6959919999999975
2018-04-09,1.671260055555558,1.8225411666666635,1.5355302499999874,1.6957409166666642
2018-04-10,1.6710924444444468,1.8223613333333302,1.5352644999999874,1.6954898333333308
2018-04-11,1.6709248333333357,1.8221814999999968,1.5349987499999873,1.6952387499999975
2018-04-12,1.6707572222222247,1.8220016666666634,1.5347329999999872,1.6949876666666641
2018-04-15,1.6705896111111136,1.82182183333333,1.5344672499999872,1.6947365833333308
2018-04-16,1.6704220000000025,1.8216419999999967,1.5342014999999871,1.6944854999999974
2018-04-17,1.6702543888888914,1.8214621666666633,1.533935749999987,1.694234416666664
2018-04-18,1.6700867777777804,1.82128233333333,1.533669999999987,1.6939833333333307
2018-04-19,1.6699191666666693,1.8211024999999965,1.533404249999987,1.6937322499999974
2018-04-22,1.6697515555555582,1.8209226666666631,1.5331384999999869,1.693481166666664
2018-04-23,1.6695839444444471,1.8207428333333298,1.5328727499999868,1.6932300833333307
2018-04-24,1.669416333333336,1.8205629999999964,1.5326069999999867,1.6929789999999973
2018-04-25,1.669248722222225,1.820383166666663,1.5323412499999867,1.692727916666664
2018-04-26,1.669081111111114,1.8202033333333296,1.5320754999999866,1.6924768333333307
2018-04-29,1.6689135000000028,1.8200234999999962,1.5318097499999865,1.6922257499999973
2018-04-30,1.6687458888888917,1.8198436666666629,1.5315439999999865,1.691974666666664
2018-05-01,1.6685782777777807,1.8196638333333295,1.5312782499999864,1.6917235833333306
2018-05-02,1.6684106666666696,1.819483999999996,1.5310124999999863,1.6914724999999973
2018-05-03,1.6682430555555585,1.8193041666666627,1.5307467499999863,1.691221416666664
2018-05-06,1.6680754444444474,1.8191243333333293,1.5304809999999862,1.6909703333333306
2018-05-07,1.6679078333333364,1.818944499999996,1.5302152499999861,1.6907192499999972
2018-05-08,1.6677402222222253,1.8187646666666626,1.529949499999986,1.6904681666666639
2018-05-09,1.6675726111111142,1.8185848333333292,1.529683749999986,1.6902170833333305
2018-05-10,1.6674050000000031,1.8184049999999958,1.529417999999986,1.6899659999999972
2018-05-13,1.667237388888892,1.8182251666666625,1.529152249999986,1.6897149166666638
2018-05-14,1.667069777777781,1.818045333333329,1.5288864999999858,1.6894638333333305
2018-05-15,1.66690216666667,1.8178654999999957,1.5286207499999858,1.6892127499999972
2018-05-16,1.6667345555555588,1.8176856666666623,1.5283549999999857,1.6889616666666638
2018-05-17,1.6665669444444478,1.817505833333329,1.5280892499999856,1.6887105833333305
2018-05-20,1.6663993333333367,1.8173259999999956,1.5278234999999856,1.6884594999999971
2018-05-21,1.6662317222222256,1.8171461666666622,1.5275577499999855,1.6882084166666638
2018-05-22,1.6660641111111145,1.8169663333333288,1.5272919999999854,1.6879573333333304
2018-05-23,1.6658965000000034,1.8167864999999954,1.5270262499999854,1.687706249999997
2018-05-24,1.6657288888888924,1.816606666666662,1.5267604999999853,1.6874551666666637
2018-05-27,1.6655612777777813,1.8164268333333287,1.5264947499999852,1.6872040833333304
2018-05-28,1.6653936666666702,1.8162469999999953,1.5262289999999852,1.686952999999997
2018-05-29,1.6652260555555591,1.816067166666662,1.5259632499999851,1.6867019166666637
2018-05-30,1.665058444444448,1.8158873333333285,1.525697499999985,1.6864508333333303
2018-05-31,1.664890833333337,1.8157074999999951,1.525431749999985,1.686199749999997
2018-06-03,1.664723222222226,1.8155276666666618,1.525165999999985,1.6859486666666637
2018-06-04,1.6645556111111148,1.8153478333333284,1.5249002499999849,1.6856975833333303
2018-06-05,1.6643880000000038,1.815167999999995,1.5246344999999848,1.685446499999997
2018-06-06,1.6642203888888927,1.8149881666666616,1.5243687499999847,1.6851954166666636
2018-06-07,1.6640527777777816,1.8148083333333282,1.5241029999999847,1.6849443333333303
2018-06-10,1.6638851666666705,1.8146284999999949,1.5238372499999846,1.684693249999997
2018-06-11,1.6637175555555594,1.8144486666666615,1.5235714999999845,1.6844421666666636
2018-06-12,1.6635499444444484,1.8142688333333281,1.5233057499999845,1.6841910833333302
2018-06-13,1.6633823333333373,1.8140889999999947,1.5230399999999844,1.6839399999999969
2018-06-14,1.6632147222222262,1.8139091666666614,1.5227742499999843,1.6836889166666635
2018-06-17,1.6630471111111151,1.813729333333328,1.5225084999999843,1.6834378333333302
2018-06-18,1.662879500000004,1.8135494999999946,1.5222427499999842,1.6831867499999968
2018-07-05,1.662711888888893,1.8133696666666612,1.5219769999999841,1.6829356666666635
2018-07-06,1.71266,1.80222,1.68249,1.83459
