date,180_low,180_high,360_low,360_high
2018-01-02,0,0,162.294530775,162.976780775
2018-01-03,0,0,162.28905855,162.90355855
2018-01-04,160.3226687111111,178.04722320555555,162.283586325,162.83033632500002
2018-01-05,160.3153354222222,177.9844454111111,162.27811409999998,162.75711410000002
2018-01-08,160.3080021333333,177.92166761666664,162.27264187499998,162.68389187500003
2018-01-09,160.3006688444444,177.85888982222218,162.26716964999997,162.61066965000003
2018-01-10,160.2933355555555,177.79611202777772,162.26169742499997,162.53744742500004
2018-01-11,160.2860022666666,177.73333423333327,162.25622519999996,162.46422520000004
2018-01-12,160.2786689777777,177.6705564388888,162.25075297499995,162.39100297500005
2018-01-16,160.2713356888888,177.60777864444435,162.24528074999995,162.31778075000005
2018-01-17,160.2640023999999,177.5450008499999,162.23980852499994,162.24455852500006
2018-01-18,160.256669111111,177.48222305555544,162.23433629999994,162.17133630000006
2018-01-19,160.2493358222221,177.41944526111098,162.22886407499993,162.09811407500007
2018-01-22,160.2420025333332,177.35666746666652,162.22339184999993,162.02489185000007
2018-01-23,160.2346692444443,177.29388967222206,162.21791962499992,161.95166962500008
2018-01-24,160.2273359555554,177.2311118777776,162.21244739999992,161.87844740000008
2018-01-25,160.2200026666665,177.16833408333315,162.2069751749999,161.8052251750001
2018-01-26,160.2126693777776,177.1055562888887,162.2015029499999,161.7320029500001
2018-01-29,160.20533608888869,177.04277849444424,162.1960307249999,161.6587807250001
2018-01-30,160.19800279999978,176.98000069999978,162.1905584999999,161.5855585000001
2018-01-31,160.19066951111088,176.91722290555532,162.1850862749999,161.5123362750001
2018-02-01,160.18333622222198,176.85444511111086,162.17961404999988,161.43911405000011
2018-02-02,160.17600293333308,176.7916673166664,162.17414182499988,161.36589182500012
2018-02-05,160.16866964444418,176.72888952222195,162.16866959999987,161.29266960000012
2018-02-06,160.16133635555528,176.6661117277775,162.16319737499987,161.21944737500013
2018-02-07,160.15400306666638,176.60333393333303,162.15772514999986,161.14622515000013
2018-02-08,160.14666977777748,176.54055613888858,162.15225292499986,161.07300292500014
2018-02-09,160.13933648888857,176.47777834444412,162.14678069999985,160.99978070000014
2018-02-12,160.13200319999967,176.41500054999966,162.14130847499985,160.92655847500015
2018-02-13,160.12466991111077,176.3522227555552,162.13583624999984,160.85333625000015
2018-02-14,160.11733662222187,176.28944496111075,162.13036402499984,160.78011402500016
2018-02-15,160.11000333333297,176.2266671666663,162.12489179999983,160.70689180000016
2018-02-16,160.10267004444407,176.16388937222183,162.11941957499982,160.63366957500017
2018-02-20,160.09533675555517,176.10111157777737,162.11394734999982,160.56044735000017
2018-02-21,160.08800346666627,176.03833378333292,162.1084751249998,160.48722512500018
2018-02-22,160.08067017777736,175.97555598888846,162.1030028999998,160.41400290000018
2018-02-23,160.07333688888846,175.912778194444,162.0975306749998,160.3407806750002
2018-02-26,160.06600359999956,175.85000039999954,162.0920584499998,160.2675584500002
2018-02-27,160.05867031111066,175.7872226055551,162.0865862249998,160.1943362250002
2018-02-28,160.05133702222176,175.72444481111063,162.0811139999998,160.1211140000002
2018-03-01,160.04400373333286,175.66166701666617,162.07564177499978,160.0478917750002
2018-03-02,160.03667044444396,175.59888922222171,162.07016954999978,159.97466955000021
2018-03-05,160.02933715555506,175.53611142777726,162.06469732499977,159.90144732500022
2018-03-06,160.02200386666615,175.4733336333328,162.05922509999976,159.82822510000022
2018-03-07,160.01467057777725,175.41055583888834,162.05375287499976,159.75500287500023
2018-03-08,160.00733728888835,175.34777804444388,162.04828064999975,159.68178065000023
2018-03-09,160.00000399999945,175.28500024999943,162.04280842499975,159.60855842500024
2018-03-12,159.99267071111055,175.22222245555497,162.03733619999974,159.53533620000024
2018-03-13,159.98533742222165,175.1594446611105,162.03186397499974,159.46211397500025
2018-03-14,159.97800413333275,175.09666686666606,162.02639174999973,159.38889175000025
2018-03-15,159.97067084444384,175.0338890722216,162.02091952499973,159.31566952500026
2018-03-16,159.96333755555494,174.97111127777714,162.01544729999972,159.24244730000026
2018-03-19,159.95600426666604,174.90833348333268,162.00997507499972,159.16922507500027
2018-03-20,159.94867097777714,174.84555568888823,162.0045028499997,159.09600285000027
2018-03-21,159.94133768888824,174.78277789444377,161.9990306249997,159.02278062500028
2018-03-22,159.93400439999934,174.7200000999993,161.9935583999997,158.94955840000029
2018-03-23,159.92667111111044,174.65722230555485,161.9880861749997,158.8763361750003
2018-03-26,159.91933782222154,174.5944445111104,161.9826139499997,158.8031139500003
2018-03-27,159.91200453333263,174.53166671666594,161.97714172499968,158.7298917250003
2018-03-28,159.90467124444373,174.46888892222148,161.97166949999968,158.6566695000003
2018-03-29,159.89733795555483,174.40611112777702,161.96619727499967,158.5834472750003
2018-04-02,159.89000466666593,174.34333333333257,161.96072504999967,158.51022505000032
2018-04-03,159.88267137777703,174.2805555388881,161.95525282499966,158.43700282500032
2018-04-04,159.87533808888813,174.21777774444365,161.94978059999966,158.36378060000033
2018-04-05,159.86800479999923,174.1549999499992,161.94430837499965,158.29055837500033
2018-04-06,159.86067151111033,174.09222215555474,161.93883614999964,158.21733615000034
2018-04-09,159.85333822222142,174.02944436111028,161.93336392499964,158.14411392500034
2018-04-10,159.84600493333252,173.96666656666582,161.92789169999963,158.07089170000035
2018-04-11,159.83867164444362,173.90388877222136,161.92241947499963,157.99766947500035
2018-04-12,159.83133835555472,173.8411109777769,161.91694724999962,157.92444725000036
2018-04-13,159.82400506666582,173.77833318333245,161.91147502499962,157.85122502500036
2018-04-16,159.81667177777692,173.715555388888,161.9060027999996,157.77800280000037
2018-04-17,159.80933848888802,173.65277759444353,161.9005305749996,157.70478057500037
2018-04-18,159.80200519999912,173.58999979999908,161.8950583499996,157.63155835000038
2018-04-19,159.7946719111102,173.52722200555462,161.8895861249996,157.55833612500038
2018-04-20,159.7873386222213,173.46444421111016,161.8841138999996,157.48511390000039
2018-04-23,159.7800053333324,173.4016664166657,161.87864167499959,157.4118916750004
2018-04-24,159.7726720444435,173.33888862222125,161.87316944999958,157.3386694500004
2018-04-25,159.7653387555546,173.2761108277768,161.86769722499957,157.2654472250004
2018-04-26,159.7580054666657,173.21333303333233,161.86222499999957,157.1922250000004
2018-04-27,159.7506721777768,173.15055523888788,161.85675277499956,157.1190027750004
2018-04-30,159.7433388888879,173.08777744444342,161.85128054999956,157.04578055000042
2018-05-01,159.736005599999,173.02499964999896,161.84580832499955,156.97255832500042
2018-05-02,159.7286723111101,172.9622218555545,161.84033609999955,156.89933610000043
2018-05-03,159.7213390222212,172.89944406111005,161.83486387499954,156.82611387500043
