date,180_low,180_high,360_low,360_high
2018-01-02,0,0,187.9849156777778,188.9593838861111
2018-01-03,0,0,187.93983235555558,188.90877277222222
2018-01-04,171.7960586,207.19710712222223,187.89474903333337,188.85816165833333
2018-01-05,171.79211420000001,207.16421824444447,187.84966571111116,188.80755054444444
2018-01-08,171.78816980000002,207.1313293666667,187.80458238888895,188.75693943055555
2018-01-09,171.78422540000003,207.09844048888894,187.75949906666673,188.70632831666666
2018-01-10,171.78028100000003,207.06555161111118,187.71441574444452,188.65571720277777
2018-01-11,171.77633660000004,207.0326627333334,187.6693324222223,188.60510608888887
2018-01-12,171.77239220000004,206.99977385555565,187.6242491000001,188.55449497499998
2018-01-16,171.76844780000005,206.96688497777788,187.5791657777779,188.5038838611111
2018-01-17,171.76450340000005,206.93399610000012,187.53408245555568,188.4532727472222
2018-01-18,171.76055900000006,206.90110722222235,187.48899913333346,188.4026616333333
2018-01-19,171.75661460000006,206.86821834444459,187.44391581111125,188.35205051944442
2018-01-22,171.75267020000007,206.83532946666682,187.39883248888904,188.30143940555553
2018-01-23,171.74872580000007,206.80244058888906,187.35374916666683,188.25082829166664
2018-01-24,171.74478140000008,206.7695517111113,187.30866584444462,188.20021717777774
2018-01-25,171.74083700000008,206.73666283333353,187.2635825222224,188.14960606388885
2018-01-26,171.7368926000001,206.70377395555576,187.2184992000002,188.09899494999996
2018-01-29,171.7329482000001,206.670885077778,187.17341587777798,188.04838383611107
2018-01-30,171.7290038000001,206.63799620000023,187.12833255555577,187.99777272222218
2018-01-31,171.7250594000001,206.60510732222247,187.08324923333356,187.9471616083333
2018-02-01,171.7211150000001,206.5722184444447,187.03816591111135,187.8965504944444
2018-02-02,171.71717060000012,206.53932956666694,186.99308258888914,187.8459393805555
2018-02-05,171.71322620000012,206.50644068888917,186.94799926666693,187.79532826666662
2018-02-06,171.70928180000013,206.4735518111114,186.90291594444471,187.74471715277772
2018-02-07,171.70533740000013,206.44066293333364,186.8578326222225,187.69410603888883
2018-02-08,171.70139300000014,206.40777405555588,186.8127493000003,187.64349492499994
2018-02-09,171.69744860000014,206.3748851777781,186.76766597777808,187.59288381111105
2018-02-12,171.69350420000015,206.34199630000035,186.72258265555587,187.54227269722216
2018-02-13,171.68955980000015,206.30910742222258,186.67749933333366,187.49166158333327
2018-02-14,171.68561540000016,206.27621854444482,186.63241601111145,187.44105046944438
2018-02-15,171.68167100000016,206.24332966666705,186.58733268888923,187.3904393555555
2018-02-16,171.67772660000017,206.2104407888893,186.54224936666702,187.3398282416666
2018-02-20,171.67378220000018,206.17755191111152,186.4971660444448,187.2892171277777
2018-02-21,171.66983780000018,206.14466303333376,186.4520827222226,187.2386060138888
2018-02-22,171.6658934000002,206.111774155556,186.4069994000004,187.18799489999992
2018-02-23,171.6619490000002,206.07888527777823,186.36191607777818,187.13738378611103
2018-02-26,171.6580046000002,206.04599640000046,186.31683275555596,187.08677267222214
2018-02-27,171.6540602000002,206.0131075222227,186.27174943333375,187.03616155833325
2018-02-28,171.6501158000002,205.98021864444493,186.22666611111154,186.98555044444436
2018-03-01,171.6461714000002,205.94732976666717,186.18158278888933,186.93493933055547
2018-03-02,171.64222700000022,205.9144408888894,186.13649946666712,186.88432821666657
2018-03-05,171.63828260000022,205.88155201111164,186.0914161444449,186.83371710277768
2018-03-06,171.63433820000023,205.84866313333387,186.0463328222227,186.7831059888888
2018-03-07,171.63039380000023,205.8157742555561,186.00124950000048,186.7324948749999
2018-03-08,171.62644940000024,205.78288537777834,185.95616617777827,186.681883761111
2018-03-09,171.62250500000025,205.74999650000058,185.91108285555606,186.63127264722212
2018-03-12,171.61856060000025,205.7171076222228,185.86599953333385,186.58066153333323
2018-03-13,171.61461620000026,205.68421874444505,185.82091621111164,186.53005041944434
2018-03-14,171.61067180000026,205.65132986666728,185.77583288888943,186.47943930555545
2018-03-15,171.60672740000027,205.61844098888952,185.7307495666672,186.42882819166655
2018-03-16,171.60278300000027,205.58555211111175,185.685666244445,186.37821707777766
2018-03-19,171.59883860000028,205.552663233334,185.6405829222228,186.32760596388877
2018-03-20,171.59489420000028,205.51977435555622,185.59549960000058,186.27699484999988
2018-03-21,171.5909498000003,205.48688547777846,185.55041627777837,186.226383736111
2018-03-22,171.5870054000003,205.4539966000007,185.50533295555616,186.1757726222221
2018-03-23,171.5830610000003,205.42110772222293,185.46024963333394,186.1251615083332
2018-03-26,171.5791166000003,205.38821884444516,185.41516631111173,186.07455039444432
2018-03-27,171.5751722000003,205.3553299666674,185.37008298888952,186.02393928055542
2018-03-28,171.57122780000032,205.32244108888963,185.3249996666673,185.97332816666653
2018-03-29,171.56728340000032,205.28955221111187,185.2799163444451,185.92271705277764
2018-04-02,171.56333900000033,205.2566633333341,185.2348330222229,185.87210593888875
2018-04-03,171.55939460000033,205.22377445555634,185.18974970000068,185.82149482499986
2018-04-04,171.55545020000034,205.19088557777857,185.14466637777846,185.77088371111097
2018-04-05,171.55150580000034,205.1579967000008,185.09958305555625,185.72027259722208
2018-04-06,171.54756140000035,205.12510782222304,185.05449973333404,185.6696614833332
2018-04-09,171.54361700000035,205.09221894444528,185.00941641111183,185.6190503694443
2018-04-10,171.53967260000036,205.0593300666675,184.96433308888962,185.5684392555554
2018-04-11,171.53572820000036,205.02644118888975,184.9192497666674,185.5178281416665
