"","Point Forecast","Lo 75","Hi 75","Lo 85","Hi 85","Lo 95","Hi 95"
"2019.000",39.8611305016828,38.5457805415828,41.1764804617829,38.2151195634731,41.5071414398925,37.6200387144037,42.102222288962
"2019.008",39.8611305016828,38.2526526249229,41.4696083784428,37.8483033003092,41.8739577030565,37.1206076986467,42.6016533047189
"2019.016",39.8611305016828,38.0052596434287,41.717001359937,37.5387191090838,42.1835418942818,36.699099814148,43.0231611892176
"2019.024",39.8611305016828,37.7871699897618,41.9350910136039,37.2658047012567,42.4564563021089,36.3275189067473,43.3947420966184
"2019.031",39.8611305016828,37.5899264669253,42.1323345364403,37.0189768562511,42.7032841471146,35.9914556136834,43.7308053896823
"2019.039",39.8611305016828,37.4084945054556,42.3137664979101,36.7919353827429,42.9303256206228,35.6823320411484,44.0399289622172
"2019.047",39.8611305016828,37.2395891816803,42.4826718216854,36.5805695722062,43.1416914311595,35.3945513398728,44.3277096634929
