"","Point Forecast","Lo 75","Hi 75","Lo 85","Hi 85","Lo 95","Hi 95"
"2019",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2020",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2021",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2022",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2023",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2024",102.68,102.68,102.68,102.68,102.68,102.68,102.68
"2025",102.68,102.68,102.68,102.68,102.68,102.68,102.68
